"Date","Longitude","Latitude","Elevation","Max Temperature","Min Temperature"
"12/17/1979","18.4375","-33.8768005371094","-9999","24.143","13.836",
"12/18/1979","18.4375","-33.8768005371094","-9999","26.886","18.126",
"12/19/1979","18.4375","-33.8768005371094","-9999","27.37","19.104",
"12/20/1979","18.4375","-33.8768005371094","-9999","31.079","18.897",
"12/21/1979","18.4375","-33.8768005371094","-9999","33.97","19.99",
"12/22/1979","18.4375","-33.8768005371094","-9999","28","19.352",
"12/23/1979","18.4375","-33.8768005371094","-9999","27.719","18.187",
"12/24/1979","18.4375","-33.8768005371094","-9999","21.78","16.537",
"12/25/1979","18.4375","-33.8768005371094","-9999","21.474","15.82",
"12/26/1979","18.4375","-33.8768005371094","-9999","23.536","15.222",
"12/27/1979","18.4375","-33.8768005371094","-9999","25.807","15.627",
"12/28/1979","18.4375","-33.8768005371094","-9999","26.772","17.297",
"12/29/1979","18.4375","-33.8768005371094","-9999","24.928","18.5",
"12/30/1979","18.4375","-33.8768005371094","-9999","24.831","18.018",
"12/31/1979","18.4375","-33.8768005371094","-9999","24.631","16.721",
"1/1/1980","18.4375","-33.8768005371094","-9999","19.682","17.745",
"1/2/1980","18.4375","-33.8768005371094","-9999","21.963","11.906",
"1/3/1980","18.4375","-33.8768005371094","-9999","22.748","11.518",
"1/4/1980","18.4375","-33.8768005371094","-9999","19.823","16.791",
"1/5/1980","18.4375","-33.8768005371094","-9999","19.931","15.673",
"1/6/1980","18.4375","-33.8768005371094","-9999","20.128","14.83",
"1/7/1980","18.4375","-33.8768005371094","-9999","24.677","14.924",
"1/8/1980","18.4375","-33.8768005371094","-9999","22.988","17.404",
"1/9/1980","18.4375","-33.8768005371094","-9999","23.114","16.446",
"1/10/1980","18.4375","-33.8768005371094","-9999","23.05","16.119",
"1/11/1980","18.4375","-33.8768005371094","-9999","23.566","16.472",
"1/12/1980","18.4375","-33.8768005371094","-9999","22.492","18.19",
"1/13/1980","18.4375","-33.8768005371094","-9999","23.235","16.563",
"1/14/1980","18.4375","-33.8768005371094","-9999","33.331","17.914",
"1/15/1980","18.4375","-33.8768005371094","-9999","26.391","18.815",
"1/16/1980","18.4375","-33.8768005371094","-9999","27.868","20.444",
"1/17/1980","18.4375","-33.8768005371094","-9999","27.249","18.339",
"1/18/1980","18.4375","-33.8768005371094","-9999","24.878","17.718",
"1/19/1980","18.4375","-33.8768005371094","-9999","25.744","17.78",
"1/20/1980","18.4375","-33.8768005371094","-9999","27.571","19.797",
"1/21/1980","18.4375","-33.8768005371094","-9999","24.557","18.373",
"1/22/1980","18.4375","-33.8768005371094","-9999","24.366","18.157",
"1/23/1980","18.4375","-33.8768005371094","-9999","26.573","17.339",
"1/24/1980","18.4375","-33.8768005371094","-9999","27.94","17.596",
"1/25/1980","18.4375","-33.8768005371094","-9999","27.674","17.837",
